scenario,scenario_label,variable,region,year,anomaly
ssp126,SSP1-2.6 (low emissions),tas,Global,2098,1.4390238759950478
ssp126,SSP1-2.6 (low emissions),tas,Global,2099,1.6136580137799608
ssp126,SSP1-2.6 (low emissions),tas,Global,2100,1.7430870879048515
ssp126,SSP1-2.6 (low emissions),tas,Global,2101,1.7262091396426313
ssp126,SSP1-2.6 (low emissions),tas,Global,2102,1.608580900110275
ssp126,SSP1-2.6 (low emissions),tas,Global,2103,1.5359262440483907
ssp126,SSP1-2.6 (low emissions),tas,Global,2104,1.468168327872
ssp126,SSP1-2.6 (low emissions),tas,Global,2105,1.5314788784105289
ssp126,SSP1-2.6 (low emissions),tas,Global,2106,1.5036098704239558
ssp126,SSP1-2.6 (low emissions),tas,Global,2107,1.5270249994047362
ssp126,SSP1-2.6 (low emissions),tas,Global,2108,1.4818935350864424
ssp126,SSP1-2.6 (low emissions),tas,Global,2109,1.5628313900959725
ssp126,SSP1-2.6 (low emissions),tas,Global,2110,1.4595505568556484
ssp126,SSP1-2.6 (low emissions),tas,Global,2111,1.421066312616235
ssp126,SSP1-2.6 (low emissions),tas,Global,2112,1.419687409088607
ssp126,SSP1-2.6 (low emissions),tas,Global,2113,1.3892094430777449
ssp126,SSP1-2.6 (low emissions),tas,Global,2114,1.4075291847339337
ssp126,SSP1-2.6 (low emissions),tas,Global,2115,1.3945772172316673
ssp126,SSP1-2.6 (low emissions),tas,Global,2116,1.2195923045938466
ssp126,SSP1-2.6 (low emissions),tas,Global,2117,1.2912581835929717
ssp126,SSP1-2.6 (low emissions),tas,Global,2118,1.365776472242047
ssp126,SSP1-2.6 (low emissions),tas,Global,2119,1.3346759049694172
ssp126,SSP1-2.6 (low emissions),tas,Global,2120,1.4271030068568211
ssp126,SSP1-2.6 (low emissions),tas,Global,2121,1.6065687939985558
ssp126,SSP1-2.6 (low emissions),tas,Global,2122,1.4724918238830986
ssp126,SSP1-2.6 (low emissions),tas,Global,2123,1.3029856491452703
ssp126,SSP1-2.6 (low emissions),tas,Global,2124,1.346743632183814
ssp126,SSP1-2.6 (low emissions),tas,Global,2125,1.4757276994173636
ssp126,SSP1-2.6 (low emissions),tas,Global,2126,1.5605475036245535
ssp126,SSP1-2.6 (low emissions),tas,Global,2127,1.3141672742003332
ssp126,SSP1-2.6 (low emissions),tas,Global,2128,1.1823573849803104
ssp126,SSP1-2.6 (low emissions),tas,Global,2129,1.3652423550465773
ssp126,SSP1-2.6 (low emissions),tas,Global,2130,1.384643015631169
ssp126,SSP1-2.6 (low emissions),tas,Global,2131,1.2815830303910056
ssp126,SSP1-2.6 (low emissions),tas,Global,2132,1.2405640616113218
ssp126,SSP1-2.6 (low emissions),tas,Global,2133,1.1778649523735814
ssp126,SSP1-2.6 (low emissions),tas,Global,2134,1.289044705170929
ssp126,SSP1-2.6 (low emissions),tas,Global,2135,1.3919347777932887
ssp126,SSP1-2.6 (low emissions),tas,Global,2136,1.4206451460986194
ssp126,SSP1-2.6 (low emissions),tas,Global,2137,1.3140869011884695
ssp126,SSP1-2.6 (low emissions),tas,Global,2138,1.3410932496468226
ssp126,SSP1-2.6 (low emissions),tas,Global,2139,1.1942826378022744
ssp126,SSP1-2.6 (low emissions),tas,Global,2140,1.1627956797512373
ssp126,SSP1-2.6 (low emissions),tas,Global,2141,1.2300498418606771
ssp126,SSP1-2.6 (low emissions),tas,Global,2142,1.1738322507323597
ssp126,SSP1-2.6 (low emissions),tas,Global,2143,1.254575945057357
ssp126,SSP1-2.6 (low emissions),tas,Global,2144,1.3430588462274522
ssp126,SSP1-2.6 (low emissions),tas,Global,2145,1.160011137811496
ssp126,SSP1-2.6 (low emissions),tas,Global,2146,1.1174023063769503
ssp126,SSP1-2.6 (low emissions),tas,Global,2147,1.1718241591553324
ssp126,SSP1-2.6 (low emissions),tas,Global,2148,1.1778655038226111
ssp126,SSP1-2.6 (low emissions),tas,Global,2149,1.0980232554864078
ssp126,SSP1-2.6 (low emissions),tas,Global,2150,1.2861725583376284
ssp126,SSP1-2.6 (low emissions),tas,Global,2151,1.182743416642564
ssp126,SSP1-2.6 (low emissions),tas,Global,2152,1.230843019882346
ssp126,SSP1-2.6 (low emissions),tas,Global,2153,1.1693237805098762
ssp126,SSP1-2.6 (low emissions),tas,Global,2154,1.0383582696087734
ssp126,SSP1-2.6 (low emissions),tas,Global,2155,1.1026947906702653
ssp126,SSP1-2.6 (low emissions),tas,Global,2156,1.2206199502832744
ssp126,SSP1-2.6 (low emissions),tas,Global,2157,1.1153923751884345
ssp126,SSP1-2.6 (low emissions),tas,Global,2158,1.102643314696246
ssp126,SSP1-2.6 (low emissions),tas,Global,2159,1.1889000997802464
ssp126,SSP1-2.6 (low emissions),tas,Global,2160,1.1114430100564436
ssp126,SSP1-2.6 (low emissions),tas,Global,2161,1.020005784487787
ssp126,SSP1-2.6 (low emissions),tas,Global,2162,1.0964304960369269
ssp126,SSP1-2.6 (low emissions),tas,Global,2163,1.110083316595988
ssp126,SSP1-2.6 (low emissions),tas,Global,2164,1.1425064590505847
ssp126,SSP1-2.6 (low emissions),tas,Global,2165,1.0350269682354065
ssp126,SSP1-2.6 (low emissions),tas,Global,2166,1.0913945696159753
ssp126,SSP1-2.6 (low emissions),tas,Global,2167,1.2772749608147247
ssp126,SSP1-2.6 (low emissions),tas,Global,2168,0.9915055929676682
ssp126,SSP1-2.6 (low emissions),tas,Global,2169,0.9614741754417647
ssp126,SSP1-2.6 (low emissions),tas,Global,2170,0.92063453252219
ssp126,SSP1-2.6 (low emissions),tas,Global,2171,0.9235127977042576
ssp126,SSP1-2.6 (low emissions),tas,Global,2172,0.9044929279149182
ssp126,SSP1-2.6 (low emissions),tas,Global,2173,0.9599310906305417
ssp126,SSP1-2.6 (low emissions),tas,Global,2174,1.1552210381729344
ssp126,SSP1-2.6 (low emissions),tas,Global,2175,1.0263479378072744
ssp126,SSP1-2.6 (low emissions),tas,Global,2176,0.7748456495143295
ssp126,SSP1-2.6 (low emissions),tas,Global,2177,0.9349177786907433
ssp126,SSP1-2.6 (low emissions),tas,Global,2178,0.9337684651066934
ssp126,SSP1-2.6 (low emissions),tas,Global,2179,0.9075272609805877
ssp126,SSP1-2.6 (low emissions),tas,Global,2180,1.1648466968116058
ssp126,SSP1-2.6 (low emissions),tas,Global,2181,1.0981088638022019
ssp126,SSP1-2.6 (low emissions),tas,Global,2182,1.0774012587134236
ssp126,SSP1-2.6 (low emissions),tas,Global,2183,1.1335818237670539
ssp126,SSP1-2.6 (low emissions),tas,Global,2184,1.0879637303049792
ssp126,SSP1-2.6 (low emissions),tas,Global,2185,0.9654069762557016
ssp126,SSP1-2.6 (low emissions),tas,Global,2186,0.9782566036832191
ssp126,SSP1-2.6 (low emissions),tas,Global,2187,1.08270001024219
ssp126,SSP1-2.6 (low emissions),tas,Global,2188,1.0942517533991156
ssp126,SSP1-2.6 (low emissions),tas,Global,2189,1.0655279720125326
ssp126,SSP1-2.6 (low emissions),tas,Global,2190,1.0518233931147
ssp126,SSP1-2.6 (low emissions),tas,Global,2191,0.9788908503048929
ssp126,SSP1-2.6 (low emissions),tas,Global,2192,1.012103098467752
ssp126,SSP1-2.6 (low emissions),tas,Global,2193,1.113673728883174
ssp126,SSP1-2.6 (low emissions),tas,Global,2194,1.0622787942689975
ssp126,SSP1-2.6 (low emissions),tas,Global,2195,1.1622022942947485
ssp126,SSP1-2.6 (low emissions),tas,Global,2196,1.0703094222774967
ssp126,SSP1-2.6 (low emissions),tas,Global,2197,1.0085456819298753
ssp126,SSP1-2.6 (low emissions),tas,Global,2198,1.023978172704985
ssp126,SSP1-2.6 (low emissions),tas,Global,2199,0.9767773188995234
ssp126,SSP1-2.6 (low emissions),tas,Global,2200,0.955840235188767
ssp126,SSP1-2.6 (low emissions),tas,Global,2201,1.0937366159784847
ssp126,SSP1-2.6 (low emissions),tas,Global,2202,1.3570422809037679
ssp126,SSP1-2.6 (low emissions),tas,Global,2203,1.2002253028402674
ssp126,SSP1-2.6 (low emissions),tas,Global,2204,1.0207008600917429
ssp126,SSP1-2.6 (low emissions),tas,Global,2205,0.9826324582728476
ssp126,SSP1-2.6 (low emissions),tas,Global,2206,1.2560949368036383
ssp126,SSP1-2.6 (low emissions),tas,Global,2207,1.2843741043453027
ssp126,SSP1-2.6 (low emissions),tas,Global,2208,1.1447739221664268
ssp126,SSP1-2.6 (low emissions),tas,Global,2209,1.0870631065009453
ssp126,SSP1-2.6 (low emissions),tas,Global,2210,1.0875180567785978
ssp126,SSP1-2.6 (low emissions),tas,Global,2211,1.0074006312805692
ssp126,SSP1-2.6 (low emissions),tas,Global,2212,1.0682556704874382
ssp126,SSP1-2.6 (low emissions),tas,Global,2213,0.9089871239073803
ssp126,SSP1-2.6 (low emissions),tas,Global,2214,1.0413077730888263
ssp126,SSP1-2.6 (low emissions),tas,Global,2215,1.1526643867588207
ssp126,SSP1-2.6 (low emissions),tas,Global,2216,1.0792421259550782
ssp126,SSP1-2.6 (low emissions),tas,Global,2217,1.1371390060911712
ssp126,SSP1-2.6 (low emissions),tas,Global,2218,1.0555572703790252
ssp126,SSP1-2.6 (low emissions),tas,Global,2219,0.875903029983029
ssp126,SSP1-2.6 (low emissions),tas,Global,2220,1.0747148758631169
ssp126,SSP1-2.6 (low emissions),tas,Global,2221,1.0789984663623575
ssp126,SSP1-2.6 (low emissions),tas,Global,2222,1.1599677519070424
ssp126,SSP1-2.6 (low emissions),tas,Global,2223,1.0408238963146303
ssp126,SSP1-2.6 (low emissions),tas,Global,2224,0.9466353463919427
ssp126,SSP1-2.6 (low emissions),tas,Global,2225,1.0118135080318786
ssp126,SSP1-2.6 (low emissions),tas,Global,2226,1.053611913611407
ssp126,SSP1-2.6 (low emissions),tas,Global,2227,0.9546811864493101
ssp126,SSP1-2.6 (low emissions),tas,Global,2228,0.9470512449053945
ssp126,SSP1-2.6 (low emissions),tas,Global,2229,1.0977273599185777
ssp126,SSP1-2.6 (low emissions),tas,Global,2230,1.0906445474249862
ssp126,SSP1-2.6 (low emissions),tas,Global,2231,1.0609488822159656
ssp126,SSP1-2.6 (low emissions),tas,Global,2232,1.1277636883966946
ssp126,SSP1-2.6 (low emissions),tas,Global,2233,1.1231068142730845
ssp126,SSP1-2.6 (low emissions),tas,Global,2234,1.105641127532519
ssp126,SSP1-2.6 (low emissions),tas,Global,2235,1.0404705422039882
ssp126,SSP1-2.6 (low emissions),tas,Global,2236,0.984038939120632
ssp126,SSP1-2.6 (low emissions),tas,Global,2237,0.96410155000288
ssp126,SSP1-2.6 (low emissions),tas,Global,2238,0.9962749275732421
ssp126,SSP1-2.6 (low emissions),tas,Global,2239,0.9628341654942756
ssp126,SSP1-2.6 (low emissions),tas,Global,2240,0.9541389270623105
ssp126,SSP1-2.6 (low emissions),tas,Global,2241,0.8914486383263827
ssp126,SSP1-2.6 (low emissions),tas,Global,2242,0.8434667374261066
ssp126,SSP1-2.6 (low emissions),tas,Global,2243,1.0446897455880233
ssp126,SSP1-2.6 (low emissions),tas,Global,2244,1.0738734563659933
ssp126,SSP1-2.6 (low emissions),tas,Global,2245,0.8903339217704173
ssp126,SSP1-2.6 (low emissions),tas,Global,2246,0.9492566976941375
ssp126,SSP1-2.6 (low emissions),tas,Global,2247,0.9878796439251198
ssp126,SSP1-2.6 (low emissions),tas,Global,2248,0.9787678454021065
ssp126,SSP1-2.6 (low emissions),tas,Global,2249,0.8514409074797853
ssp126,SSP1-2.6 (low emissions),tas,Global,2250,0.7953150321860999
ssp126,SSP1-2.6 (low emissions),tas,Global,2251,0.8221000651923558
ssp126,SSP1-2.6 (low emissions),tas,Global,2252,0.95716998044758
ssp126,SSP1-2.6 (low emissions),tas,Global,2253,0.9145867466941368
ssp126,SSP1-2.6 (low emissions),tas,Global,2254,0.9052067853894306
ssp126,SSP1-2.6 (low emissions),tas,Global,2255,0.8103112878856331
ssp126,SSP1-2.6 (low emissions),tas,Global,2256,0.8653956677423159
ssp126,SSP1-2.6 (low emissions),tas,Global,2257,0.9345972119773907
ssp126,SSP1-2.6 (low emissions),tas,Global,2258,1.0149949667697886
ssp126,SSP1-2.6 (low emissions),tas,Global,2259,0.9553241924917791
ssp126,SSP1-2.6 (low emissions),tas,Global,2260,0.983076213797939
ssp126,SSP1-2.6 (low emissions),tas,Global,2261,0.826566489473905
ssp126,SSP1-2.6 (low emissions),tas,Global,2262,1.0240539719179977
ssp126,SSP1-2.6 (low emissions),tas,Global,2263,1.1502583633683234
ssp126,SSP1-2.6 (low emissions),tas,Global,2264,0.949173777910876
ssp126,SSP1-2.6 (low emissions),tas,Global,2265,1.0297879117039053
ssp126,SSP1-2.6 (low emissions),tas,Global,2266,0.8748019090087303
ssp126,SSP1-2.6 (low emissions),tas,Global,2267,0.7582125597568603
ssp126,SSP1-2.6 (low emissions),tas,Global,2268,0.7228731483325842
ssp126,SSP1-2.6 (low emissions),tas,Global,2269,0.7724810092473186
ssp126,SSP1-2.6 (low emissions),tas,Global,2270,0.9098102395375447
ssp126,SSP1-2.6 (low emissions),tas,Global,2271,0.9059037944395085
ssp126,SSP1-2.6 (low emissions),tas,Global,2272,1.0367223125217864
ssp126,SSP1-2.6 (low emissions),tas,Global,2273,0.8819776945217227
ssp126,SSP1-2.6 (low emissions),tas,Global,2274,0.7664915298598796
ssp126,SSP1-2.6 (low emissions),tas,Global,2275,0.6220293732604926
ssp126,SSP1-2.6 (low emissions),tas,Global,2276,0.7799883174111732
ssp126,SSP1-2.6 (low emissions),tas,Global,2277,0.9728984436054802
ssp126,SSP1-2.6 (low emissions),tas,Global,2278,0.9382614259741618
ssp126,SSP1-2.6 (low emissions),tas,Global,2279,0.8630347526283536
ssp126,SSP1-2.6 (low emissions),tas,Global,2280,0.9810987523914009
ssp126,SSP1-2.6 (low emissions),tas,Global,2281,0.9729528093367652
ssp126,SSP1-2.6 (low emissions),tas,Global,2282,1.0729685912981568
ssp126,SSP1-2.6 (low emissions),tas,Global,2283,0.9116308491950366
ssp126,SSP1-2.6 (low emissions),tas,Global,2284,0.9999799847282014
ssp126,SSP1-2.6 (low emissions),tas,Global,2285,0.9751038199436324
ssp126,SSP1-2.6 (low emissions),tas,Global,2286,0.8777098776473929
ssp126,SSP1-2.6 (low emissions),tas,Global,2287,0.8664303336333191
ssp126,SSP1-2.6 (low emissions),tas,Global,2288,0.9174562328405733
ssp126,SSP1-2.6 (low emissions),tas,Global,2289,0.98136769817294
ssp126,SSP1-2.6 (low emissions),tas,Global,2290,0.9141373067717862
ssp126,SSP1-2.6 (low emissions),tas,Global,2291,0.8310156123751948
ssp126,SSP1-2.6 (low emissions),tas,Global,2292,1.0038978294957737
ssp126,SSP1-2.6 (low emissions),tas,Global,2293,0.9215418364634167
ssp126,SSP1-2.6 (low emissions),tas,Global,2294,1.0073223345557565
ssp126,SSP1-2.6 (low emissions),tas,Global,2295,0.9444425330100362
ssp126,SSP1-2.6 (low emissions),tas,Global,2296,1.0185199975836567
ssp126,SSP1-2.6 (low emissions),tas,Global,2297,0.8615948456133318
ssp126,SSP1-2.6 (low emissions),tas,Global,2298,0.734312293832346
ssp126,SSP1-2.6 (low emissions),tas,Global,2299,0.9112508410559769
ssp126,SSP1-2.6 (low emissions),tas,Global,2300,0.8395686991458717
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2015,1.7424796206920572
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2016,1.9897736120057667
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2017,2.8123642019074317
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2018,1.281247290748333
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2019,0.9794477545250423
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2020,1.48989789316376
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2021,2.2675080416879725
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2022,1.8431616695438975
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2023,2.8158924483041603
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2024,3.298670467257958
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2025,3.423367265816979
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2026,3.4153659311941635
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2027,3.7315554484191296
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2028,3.4150784067583615
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2029,3.528246808697619
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2030,3.97387052876102
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2031,3.4549581485028624
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2032,3.6126032248159077
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2033,4.296867846516849
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2034,4.086190210411127
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2035,4.133827262787628
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2036,4.989874501660165
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2037,4.619327566361444
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2038,5.208259250780913
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2039,5.845169991954624
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2040,5.792571017681304
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2041,5.525919700627057
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2042,5.700274499440228
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2043,5.883111218163522
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2044,6.072989884384563
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2045,5.157210874747839
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2046,5.273725650461549
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2047,5.235741749615954
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2048,5.300191246307625
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2049,5.38246430296196
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2050,5.984648394455681
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2051,5.79430330775175
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2052,6.015364354257446
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2053,6.651529219962054
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2054,6.495684363570579
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2055,6.5667204722359935
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2056,6.785859954833558
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2057,7.302746626739106
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2058,6.3135774679676
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2059,6.771888535400081
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2060,6.855984437087859
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2061,6.421625266769897
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2062,6.709955519380091
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2063,7.122294178126303
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2064,6.32358190814476
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2065,6.432584144183838
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2066,6.622697509795747
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2067,6.355869384108913
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2068,6.022353861348685
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2069,6.373539596800855
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2070,6.518759060979621
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2071,6.804648863598342
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2072,6.877348333359475
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2073,6.646666750625498
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2074,6.6722591381444
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2075,6.883262147873179
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2076,6.824768971539382
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2077,6.834670378770967
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2078,6.320567681978348
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2079,6.0906621705791375
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2080,6.141061341350519
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2081,6.631761072261783
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2082,6.662237398117847
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2083,6.6643632709554455
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2084,6.415291988074714
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2085,6.390411179097318
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2086,6.261876175847653
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2087,5.880285470134888
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2088,5.434172330532022
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2089,5.499609225156795
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2090,5.74729695993347
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2091,6.0897178545865005
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2092,5.8621706386910875
ssp126,SSP1-2.6 (low emissions),tas,Arctic,2093,6.012592555040328
